timestamp,title,excerpt
17 February 2023,PA Media corrects error in reporting on research for prostate cancer test,Reports on research for a new prostate cancer test contain errors and may not represent the true nature of the findings. Read more…
14 February 2023,Article claiming studies show Covid-19 vaccines increase infection risk is false and misleading,Blog reports on three studies to show Covid-19 vaccines don’t work–but the findings don’t support this claim Read more…
13 February 2023,Cholesterol treatments can save lives and don’t cause dementia,"A social media post lays out a number of common false claims against the scientific consensus on cholesterol. Stents, angioplasty and statins all save lives. Read more…"
10 February 2023,Vaccine boosters post wrongly says people not offered Covid-19 vaccine ‘declined’ it,"Young children were not offered the vaccine at all, and most people were not offered the autumn booster. There are problems with the total population estimates too. Read more…"
9 February 2023,Egg yolks not shown to fight Covid-19,Social media posts claiming egg yolks could be a key in fighting Covid-19 infections misinterpret the research and falsely link it to egg shortages. Read more…
7 February 2023,Vaccine did not cause young woman to lose both her legs,Claire Bridges’ legs were amputated as a result of complications from a Covid-19 infection and her heart condition. Being vaccinated had nothing to do with it. Read more…
3 February 2023,Cannabis has not been shown to definitively cure cancer,A social media post repeats the common claim that cannabis cures cancer. There is not enough strong evidence to support this claim. Read more…
1 February 2023,Government fails to back up PM’s claim that A&E patient flow is 'faster than ever',The Prime Minister recently claimed the flow of patients through emergency care and the discharge rate were at record highs. Read more…
31 January 2023,Installing defibrillators in schools is not proof that Covid-19 vaccines are unsafe,Defibrillators were being installed in schools prior to the pandemic and there is no evidence linking vaccines to cardiac arrest. Read more…
31 January 2023,Vaping harms overstated in viral video,A widely shared video on TikTok and Instagram exaggerates and misrepresents the risks of vaping. Read more…
24 January 2023,False claim persists that flu vaccine caused strep A in mice,It’s based on a misreading of a paper that found a different bacteria in the upper respiratory tract of vaccinated mice. Read more…
24 January 2023,Current flu vaccines don’t use mRNA technology,A post on Facebook wrongly suggests that mRNA technology used in two Covid-19 vaccines has also been used in the flu vaccine. Read more…
24 January 2023,Test and Trace spend wouldn’t fund a 15% pay rise for NHS staff until 2058,A viral claim on social media wrongly suggests that the amount spent on the NHS Test and Trace scheme would fund a 15% pay rise for all NHS staff until 2058. Read more…
23 January 2023,Insufficient evidence fenbendazole cures cancer says Cancer Research UK,"Although studies have been done in cancer cells in the lab, and in mice, there isn’t sufficient evidence that it can cure cancer in humans. Read more…"
23 January 2023,How many excess deaths are A&E delays causing?,Earlier this month the Royal College of Emergency Medicine estimated delays are causing 300-500 deaths a week - but NHS leaders say they “don’t recognise these numbers”. Read more…
20 January 2023,Flu is not responsible for all ‘flu and pneumonia’ deaths,The Mirror suggested that flu was responsible for about one in 10 deaths at the beginning of this year. But these are deaths from flu or pneumonia—not necessarily both. Read more…
17 January 2023,Are more dentists now working in the NHS?,We look at conflicting claims about the state of NHS dentistry made by the Prime Minister and the British Dental Association. Read more…
17 January 2023,Covid-19 vaccines are not being used to treat strep A or scarlet fever,"In a Facebook video, Chris Preddie made a number of inaccurate claims about the Covid-19 vaccines. Read more…"
16 January 2023,Instagram post misrepresents study linking climate change and diseases,"Research linking climate change to strokes, dementia and migraines is not a cover up for Covid-19 vaccine harms, as Instagram user claims. Read more…"
13 January 2023,Excess deaths would be higher without Covid-19 vaccines,"Dr Aseem Malhotra told the BBC that mRNA vaccines were “a likely contributing factor” to excess deaths in the UK. But the vaccines will have limited them, by preventing tens of thousands of deaths. Read more…"
12 January 2023,Andrew Bridgen wrong to call mRNA vaccines gene therapy,Gene therapy has a specific definition which does not include the mRNA vaccines. Read more…
11 January 2023,Nothing has been ‘added’ to the children’s flu vaccine to cause strep A,A Facebook post claims something’s been added to the nasal flu mist to make children sick. This is false. Read more…
10 January 2023,Covid death rates were not a ‘lie’,"While different measures of death rates have their own strengths and limitations, they all broadly concur that, in the UK, sadly, around 200,000 people have died of Covid-19. Read more…"
10 January 2023,Sodium bicarbonate is not ‘lethal’ to all cancers,"because there’s no evidence sodium bicarbonate can be used to cure cancer. Some studies have looked at its use in reducing tumour pH levels, but none have suggested it could be used to treat cancer. Read more…"
6 January 2023,Claim about vaccine deaths wasn’t ‘discussed in House of Commons’,A claim that daily vaccine deaths were higher than Covid-19 deaths was not discussed in the House of Commons. Read more…
6 January 2023,Mask mandates did not immediately control a Covid-19 wave in 2020,"There is evidence that masks work to reduce the spread of Covid-19, but making them compulsory did not reverse a wave in the summer of 2020. Read more…"
4 January 2023,Strep A deaths are not dangerous new strain caused by flu vaccines,"A Facebook post makes false claims about strep A cases in the UK—the infection is not linked to the nasal flu vaccine, and current fatality rates are not unusual. Read more…"
22 December 2022,Nasal flu vaccines don’t contain ‘mice bred streptococcal bacteria’,"A Facebook post claims that the nasal flu vaccine contains strep bacteria and aluminium, that Covid-19 tests cause cancer and masks cause deoxygenation. None of these are true. Read more…"
22 December 2022,Misleading post suggests vaccinating babies involves injecting them with ‘neurotoxins’,Childhood vaccines do not contain dangerous levels of harmful substances. Read more…
22 December 2022,Is the NHS Pay Review Body ‘independent’?,"With many NHS workers on strike, some unions have challenged the independence of its pay review body. We take a look at the facts behind some of the main claims. Read more…"
21 December 2022,Study didn’t link children’s flu vaccine to strep A infections,A 2014 study has been widely shared as alleged proof nasal flu vaccines are linked to strep A infections. Read more…
20 December 2022,Instagram post wrongly links nasal flu vaccines to strep A outbreak,"There’s no evidence that nasal flu vaccines are driving increased rates of strep A, and the timing of the outbreak doesn’t mean this is the case. Read more…"
19 December 2022,The lowest paid nurses aren’t getting a 9% pay increase,Oliver Dowden MP said multiple times that the lowest paid nurses were given a 9% increase. A newly qualified nurse in England has seen their pay increase by around 5.5% following the latest pay award. Read more…
16 December 2022,Health minister’s claims on nurse pay fact checked,Maria Caulfield MP made a number of claims about how much nurse pay increases would cost during multiple media appearances. Read more…
16 December 2022,Pfizer CEO Albert Bourla hasn’t resigned,Claims that the Pfizer CEO resigned after admitting mRNA vaccines were not safe are inaccurate. Read more…
15 December 2022,Andrew Bridgen's vaccine debate claims fact checked,The Conservative MP made a number of claims about vaccine safety and effectiveness—we’ve fact checked four of them. Read more…
15 December 2022,Facebook post makes harmful claims about treating scarlet fever without antibiotics,A social media post claims that symptoms of strep A infections can be treated with homeopathic remedies alone. Read more…
15 December 2022,Facebook post claiming lemons treat cancer better than chemotherapy is false,A social media post that has circulated many times in recent years states that lemons are proven to treat and prevent cancer—but this is not true. Read more…
14 December 2022,Labour’s analysis on five million ‘denied’ GP appointments fact checked,"This widely reported figure is an estimate, based on several assumptions that may not be right. Read more…"
7 December 2022,Andrew Bridgen wrong to say Covid-19 mRNA vaccines aren’t recommended while pregnant or breastfeeding,"Conservative MP Andrew Bridgen made a series of claims about the Pfizer and Moderna vaccines, which use mRNA technology, during Prime Minister’s Questions. Read more…"
7 December 2022,Facebook posts wrongly link nasal flu vaccines to increase in strep A infections,"There’s no evidence that nasal flu vaccinations are driving increased cases of strep A infections, despite widespread claims on social media. Read more…"
6 December 2022,Nadhim Zahawi includes extra earnings in figure for nurse ‘starting salary’,"Nadhim Zahawi claimed that the starting salary of a newly qualified nurse increased to £31,000 following the recent £1,400 pay award. Read more…"
1 December 2022,No evidence radiation from AirPods is causing brain tumours,"Some scientists have expressed concern over the potential health effects of low-level radiation from mobile devices, but there’s no evidence wireless headphones like AirPods are causing brain tumours. Read more…"
1 December 2022,No evidence midazolam used to kill thousands of patients in April 2020,It is not surprising that prescriptions of a palliative care drug used to make dying people more comfortable increased during one of the worst months of the pandemic. Read more…
30 November 2022,PCR tests aren’t being used to clone humans,"There’s no evidence that Covid-19 PCR tests are being used to clone humans. A paper cited to support this theory explores the use of the PCR technique in gene cloning, not reproductive cloning. Read more…"
29 November 2022,Long Covid is not really just Covid-19 vaccination side effects,Many sufferers are unvaccinated and evidence suggests vaccination reduces the risk. Read more…
29 November 2022,‘Wanted’ poster missing context on Test and Trace spending,"£37 billion was the budget for Test and Trace, not the spend. Read more…"
25 November 2022,Steve Barclay’s figure for new nurses’ pay includes extra earnings,"The health secretary said that a new nurse will typically earn over £31,000 a year on current pay. This is an estimate that includes extra earnings such as overtime. Basic pay for a new nurse is aroun Read more…"
25 November 2022,Covid-19 variants including Delta are real,The post claims that the Delta variant is fake. Read more…
25 November 2022,Liz Kendall’s claim that there were no NHS strikes under Labour ignores local walkouts,Staff at NHS hospitals did take part in local strikes when Labour was last in power. Read more…
25 November 2022,How much of the rise in ‘economic inactivity’ is due to long Covid?,A BBC news bulletin claimed a recent rise in the number of people who are neither working nor looking for work is “largely because of long Covid”. But there are reasons to believe much of the rise is Read more…
24 November 2022,Can you tell a drink has been spiked by its appearance?,"A poster shares ways to tell if a drink has been tampered with. But spiked drinks do not necessarily exhibit any changes in appearance, taste or smell. Read more…"
23 November 2022,Facebook post misinterprets BBC report on a ‘spike’ in neonatal deaths,The BBC article said that “two spikes” in the neonatal death rate had occurred in Scotland—not that spike proteins had been found in babies’ bodies. Read more…
18 November 2022,Labour MP wrongly claims £37bn spent on Test and Trace app,Karl Turner claimed that Matt Hancock and Boris Johnson “blew” £37 billion on the Track and Trace app. The app’s actual cost in the first year was about £35 million. Read more…
17 November 2022,"British Heart Foundation comments on 30,000 excess deaths lack important context","Not all of the 30,000 excess deaths involving heart disease in England since the pandemic started were necessarily caused by healthcare disruption. Many may have been caused by Covid-19. Read more…"
15 November 2022,Some staff at NHS hospitals did take part in local strikes when Labour was last in power,"The shadow health secretary claimed there were no strikes in the NHS during Labour’s last spell in government, but we’ve found some examples of local strikes taking place. Read more…"
10 November 2022,MPs' vaccine debate fact checked,"MPs Danny Kruger, Sir Christopher Chope and Andrew Bridgen all made claims about vaccines that need context. Read more…"
9 November 2022,UK nurses don’t usually take a pledge which might prevent them from going on strike,"While the Florence Nightingale Pledge does exist, it is not usually taken by nurses in the UK. Read more…"
28 October 2022,Facebook post linking Covid-19 vaccines with report about cancer in the under-50s is misleading,There is no evidence that the Covid-19 vaccines are causing cancer. Read more…
24 October 2022,Claims that Pfizer vaccine wasn’t tested on preventing transmission need context,Post-trial studies showed the Covid-19 vaccine offered some protection against transmission of early variants. Read more…
21 October 2022,Deaths due to SADS aren’t covering up ‘genocide’ caused by Covid-19 vaccines,"There is no evidence that Covid-19 vaccines are causing people to die of SADS, or that deaths due to the Covid-19 vaccine are being misreported as SADS as part of a cover up. Read more…"
17 October 2022,The mRNA vaccines don’t show Covid-19 ‘doesn’t exist’,A post has wrongly claimed Pfizer and Moderna vaccines do not contain a live virus because SARS-CoV-2 doesn’t exist. Read more…
14 October 2022,Sunday Express misinterprets suicide data,"We do not yet know whether suicides in young people rose in 2021. Suicide registrations did rise, but this may have been caused by delays earlier in the pandemic. Read more…"
12 October 2022,NHS pay award will increase pay for nurses by 72p per hour,At Prime Minister’s Questions Labour MP Ian Lavery said nurses had been given a '72p a week pay rise'. The pay award offered to most NHS staff actually amounts to an increase of around 72p per hour. Read more…
10 October 2022,Nadhim Zahawi wrong to say Moderna booster protects against both Covid-19 and flu,The former minister for Covid vaccine deployment claimed that the Moderna booster protected against Covid-19 and flu. Read more…
6 October 2022,Protestors did not close Bristol vaccination clinic ‘for the foreseeable future’,A group of protesters made a video claiming they ‘closed’ the centre. It reopened three days later. Read more…
4 October 2022,Article on impact of voice assistants on children is not ‘new research’,"An article which suggests voice assistants may hinder children's cognitive and social development is not based on original research, and has been criticised by experts. Read more…"
30 September 2022,Bayer executive wrongly said mRNA vaccines are gene therapy,A spokesperson for Bayer said Stefan Oelrich’s comments were an ‘obvious slip of the tongue’. Read more…
28 September 2022,Claims about vaccine adverse events based on article since-deleted over inaccuracies,An Express headline is being shared to claim the truth about the Covid-19 vaccine is “starting to unravel”. The article in question was deleted after the Express acknowledged it was inaccurate. Read more…
26 September 2022,Flu vaccines may contain harmless levels of formaldehyde,"Formaldehyde is naturally present in our bodies, and there isn’t enough in vaccines to harm us. Read more…"
23 September 2022,Will 16 million patients be left without a GP by 2030?,"Figures projecting a shortfall of 8,800 GPs by 2030 don’t necessarily suggest that one in four people will be without a GP by the end of the decade. Read more…"
23 September 2022,Claims exaggerate the number of Covid-19 deaths in 2022,Far fewer people are dying of Covid-19 in 2022 compared with 2021 and 2020—although some sources of data make the numbers look higher. Read more…
23 September 2022,Poll didn’t find 20% of Britons are resorting to ‘DIY dentistry’,Headlines in the Telegraph and MailOnline claimed that a fifth of people had been forced to attempt their own dental treatment. Read more…
22 September 2022,Two week waiting time for GP appointments not official requirement,Health Secretary Thérèse Coffey has described calls for a two week waiting time for GP appointments in England as an “expectation” rather than a requirement. Read more…
22 September 2022,Health secretary’s claim on health spending fact checked,Dr Thérèse Coffey said health and social care account for 40% of government day-to-day spending. That’s only true if you don’t count spending on things like pensions. Read more…
16 September 2022,UK children under 12 aren’t ‘banned’ from having the Covid-19 vaccine,"Children who turned five before September 2022 are still eligible, as are some others. Read more…"
16 September 2022,Scrabble picture is wrong to say Covid-19 doesn’t exist,There is plenty of evidence the disease and the virus that causes it are real. Read more…
12 September 2022,Russell Brand admits falsely claiming that ivermectin is a Covid-19 treatment,"A page of the National Institutes of Health website says that ivermectin is not recommended, and does not work, as a treatment for Covid-19. Read more…"
6 September 2022,Claim that 44% of Pfizer Covid-19 vaccine trial pregnancies ended in miscarriage is wrong,The number is based on miscalculation from a now-deleted blog post. Read more…
2 September 2022,The government hasn’t ‘removed’ Covid-19 vaccine advice in pregnancy,Claims seem to be based on a document published around the time the Pfizer vaccine was first approved. Read more…
1 September 2022,No proof drinking tea cuts risk of early death,A headline published in the Daily Mail incorrectly claims a study showed tea cuts the risk of an early death. Read more…
31 August 2022,Pregnant and breastfeeding women are still advised to get the Covid-19 vaccine,The advice has not been “quietly changed” as some online have claimed. Read more…
26 August 2022,No evidence the media is covering up vaccine deaths with stories about heart issues,Newspapers have been writing about what household items and activities might cause heart attacks since before the pandemic. Read more…
26 August 2022,No evidence rise in deaths due to unknown causes in Canada is linked to Covid-19 vaccines,"A rise in deaths recorded as due to “other ill-defined and unknown causes” in Alberta, Canada has been linked to the Covid-19 vaccines without evidence. Read more…"
24 August 2022,Monkeypox simulation event doesn’t mean outbreak was planned,The virus was used in a fictional scenario during a theoretical planning event in March 2021. Read more…
24 August 2022,Snoring doesn’t mean you’re eligible for £156 benefits a week,Many different news sites have published articles claiming that snoring could mean you're entitled to Personal Independence Payments. Read more…
22 August 2022,WHO director Dr Tedros has been vaccinated,A clip circulating on social media has been used to claim the WHO director said he hadn’t received the Covid-19 vaccine. This isn’t true. Read more…
15 August 2022,No evidence shingles ‘renamed’ as monkeypox is a Pfizer vaccine side effect,Shingles and monkeypox are caused by two totally different viruses. Read more…
12 August 2022,Residents of Greater Manchester are not ‘being poisoned’ by their water company,Claims that a Freedom of Information request has revealed the presence of poisons in drinking water are false. Read more…
12 August 2022,Are one million people in the UK using anabolic steroids?,"The widely quoted figure can be traced to an extrapolated estimate from 2015, but a review earlier this year suggests the actual number is much lower. Read more…"
12 August 2022,YouTuber misinterprets Covid-19 vaccine evidence on children from Singapore,"Dr John Campbell claims that new evidence shows more children “suffered a severe reaction to vaccine” than required oxygen therapy for Covid-19. But this is incorrect, and the comparison is flawed. Read more…"
12 August 2022,Monkeypox is not a government conspiracy to cover up ‘vaccine-induced’ diseases,"Thousands of monkeypox infections have been directly confirmed in laboratories, and the Covid-19 vaccines have not caused widespread damage to people’s immune systems Read more…"
11 August 2022,Pharmacists survey didn't find patients’ ‘lives’ were being put at risk,A headline in the Daily Express does not accurately reflect the findings of a survey published in The Pharmaceutical Journal. Read more…
9 August 2022,Monkeypox isn’t just spread by sexual contact,"Monkeypox is thought to be primarily spreading through sexual contact, but there are other ways to catch the disease. A small number of cases in children have been confirmed in the US and Europe. Read more…"
9 August 2022,No solid proof cannabis oil can ‘cure’ cancer,"Some cannabis-based products have been approved for medical use in the UK, but there’s no proof cannabis oil cures the disease. Read more…"
4 August 2022,Not all people with hearing loss are unable to access extra cancer care help,A tweet from Macmillan Cancer Support  appears to suggest that 11 million people with hearing loss in the UK can’t access extra help following a cancer diagnosis. This is unlikely to be the case. Read more…
3 August 2022,No evidence for a rise in sudden deaths or that Covid-19 vaccines are the cause,SADS or Sudden Adult Death Syndrome does not appear to have increased in the UK in 2021. Read more…
29 July 2022,Article about monkeypox living on door handles for 120 years is fake,The altered screenshot also claims the virus “can infect anyone from 5 miles away”. Read more…
29 July 2022,Monkeypox is not a cover-up for the effects of the Covid-19 vaccine,"There’s no evidence of any link between the recent monkeypox virus outbreak and the Covid-19 vaccines, which do not damage immune systems, as a video claims. Read more…"
29 July 2022,No proof ‘cancer cure’ in viral TikTok actually cured cancer,There’s no evidence that products made by an Amish man who was jailed for breaking FDA laws actually cured disease. Read more…
29 July 2022,Vigorous coughing will not save you during a heart attack,Advice that coughing vigorously could save you in the event of a heart attack is incorrect and could make things worse. Read more…
28 July 2022,No evidence Pfizer Covid-19 vaccine is causing monkeypox,There is no evidence that monkeypox is linked to the widespread distribution of the Pfizer Covid-19 vaccine. Read more…
28 July 2022,Study comparing side effects of Covid-19 and vaccines nothing to do with WHO,"Some experts have also raised questions about the study itself, which has been shared thousands of times on social media. Read more…"
28 July 2022,Tumours are not ‘there to save your life’,A Facebook post which claims cancer is ‘created’ by doctors performing needle biopsies on tumours and that it can be starved by natural remedies is inaccurate and potentially harmful. Read more…
22 July 2022,No evidence Covid-19 vaccines causing heart attacks in children,"A Facebook post misleadingly suggests that the vaccines are causing all sorts of previously rare health problems, including heart attacks in children. Read more…"
22 July 2022,‘Sky News’ screenshot linking vaccines with climate change is a fake,The broadcaster never published an article claiming that people should get vaccinated to beat climate change. Read more…
18 July 2022,Vaccinated people are not more likely to die of Covid-19,"A blog post looks at how many vaccinated vs unvaccinated people have died, while ignoring mortality rates. Read more…"
18 July 2022,Comparisons between Japan and US infant vaccination programs are inaccurate,"It is not true that Japan has the lowest infant mortality rate in the world while the US has the highest, or that Japan does not vaccinate children under two. Read more…"
15 July 2022,Health minister claims contract yet to be awarded has been ‘procured’—then denies she said it,"Maria Caulfield told Parliament that an ambulance service support contract was “procured”—not that “we are procuring” it, as she later claimed. NHS England says this contract has not yet been awarded. Read more…"
13 July 2022,Covid-19 vaccines have not killed twice as many people as the virus,This claim is based on a survey which is unlikely to be representative of the US population. Read more…
13 July 2022,Covid-19 vaccines do not harm fertility,"An article from the misinformation site, the Exposé, is full of false information about fertility, based on misrepresented science. Read more…"
7 July 2022,Articles about heart attack risks do not show causality,A collection of articles reporting on possible links between certain factors and heart attacks do not show “you can’t do anything without risking a heart attack”. Read more…
4 July 2022,Is the government going to build 48 new hospitals by 2030?,We looked into the government’s claim that it would build 48 new hospitals by 2030 after the National Audit Office said it would review the policy. Read more…
29 June 2022,Microwaves don’t make food ‘highly toxic’,A video on Instagram falsely claims that microwave ovens destroy all the nutritional value in food and turn it into a “toxin”. Read more…
28 June 2022,Covid vaccines won’t stop people getting pregnant,There’s no evidence the vaccines affect fertility. Read more…
28 June 2022,Study on male fertility doesn’t show depopulation plan,Certain measures of male fertility in sperm donors was found to temporarily drop between 2.5 and five months after vaccination. Read more…
27 June 2022,No evidence deaths from Sudden Adult Death Syndrome are really caused by Covid-19 vaccines,"Claims that cases of sudden, unexpected deaths are actually the result of Covid-19 vaccines are unevidenced. Nor is there currently any evidence that these deaths have become more common in the UK. Read more…"
27 June 2022,Unvaccinated people are still dying from Covid-19,"An Instagram post claiming that “the unvaccinated aren’t dying” is not correct. Sadly, unvaccinated people are still dying from Covid-19 and other causes. Read more…"
24 June 2022,No evidence that parabens in cosmetics cause 99% of cancers,A Facebook post claiming that 99% of cancers are caused by parabens found in cosmetics is not true. Read more…
23 June 2022,Public information film about the dangers of electricity has not been banned,A segment of a 1970s short film warning about the dangers of playing near electrical substations has not been banned. Read more…
22 June 2022,No evidence nutrients ‘reverse’ ADHD,"Possible links between some nutrients and ADHD have been studied, but there’s no evidence they reverse it. Read more…"
22 June 2022,RMT exaggerates money ‘wasted’ on PPE and NHS Test and Trace,Funding the NHS for years would cost far more than the total amount spent—let alone “wasted”—on PPE and Test and Trace during the pandemic. Read more…
20 June 2022,"Child self-harm numbers in the Guardian, Mirror and Independent don’t reflect survey’s actual findings",About 3% of parents taking part in a survey said their children had begun to self-harm in response to the cost of living crisis. Read more…
20 June 2022,Article vastly exaggerates number of Covid-19 vaccine deaths,Reports of death following vaccination do not mean that the vaccine caused the death. Read more…
17 June 2022,Health spending isn’t set to account for almost half of all taxes,Figures quoted by LBC presenter Nick Ferrari didn’t take account of the total amount of public spending. Read more…
17 June 2022,NASA Mars mission would cost much more than two years of NHS Test and Trace,£37 billion was the original budget for Test and Trace over two years. Read more…
14 June 2022,A US federal agency did not say that Covid-19 was a planned ‘scamdemic’,"A retired neurosurgeon expressed this opinion in a journal article, which can be found by searching PubMed on the agency’s site. Read more…"
13 June 2022,No evidence for link between AIDS epidemic and smallpox vaccine,An article in a 1987 edition of the Times  claimed a possible link between the smallpox vaccine and AIDS. There is no evidence for such a link. Read more…
10 June 2022,Monkeypox is being detected in countries with and without wild monkeys,The bigger question is why there are outbreaks in countries where it isn’t endemic. Read more…
9 June 2022,Research didn’t find contraceptive pill reduces risk of suicide,An article in The Sun misrepresents the findings of a study looking at possible links between hormonal contraceptives and suicide. Read more…
9 June 2022,Survey of GPs’ retirement plans is not reliable,The GPs who responded were the ones who knew about the survey and chose to participate—who are not necessarily representative of GPs as a whole. Read more…
31 May 2022,Modified chimpanzee virus in AstraZeneca vaccine isn’t linked to monkeypox,Claims that the use of a modified chimpanzee virus in the AstraZeneca Covid vaccine are the cause of monkeypox are untrue. Read more…
31 May 2022,Monkeypox isn’t shingles in disguise,A tweet claims shingles is ‘being termed as monkeypox’. Read more…
31 May 2022,Pfizer CEO did not say he wanted to decrease population by 50%,Footage of Albert Bourla speaking at Davos has been edited. Read more…
31 May 2022,No evidence rise in monkeypox cases is linked to Covid-19 vaccine,An article claiming the monkeypox outbreak is evidence that the Covid-19 vaccine causes a form of AIDS is not based in fact. Read more…
30 May 2022,Bill Gates hasn’t launched artificial breast milk,"Mr Gates has invested in a start-up producing such a product, but it's not yet available to the public. Read more…"
30 May 2022,The FDA did not say Covid-19 vaccines are causing more heart attacks,A tweet also shared to Facebook claiming the FDA said 71 times more heart attacks occurred following the Covid-19 vaccine than any other vaccine is inaccurate. Read more…
30 May 2022,No evidence monkeypox is an agent of biological warfare,A video of a man opening textbooks to pages about monkeypox does not show the outbreak is a ‘war on us’. Read more…
27 May 2022,Monkeypox is not ‘vaccine acquired’ shingles,They are caused by completely different viruses. Read more…
27 May 2022,No evidence Covid-19 vaccines cause monkeypox,Monkeypox is a rare disease caused by a virus. There is no evidence it is a side effect of vaccination against Covid-19. Read more…
27 May 2022,The US military did not find traces of pesticides in Moderna’s Covid-19 vaccine,A claim that members of the US special forces found traces of pesticides in vials of Moderna’s Covid-19 vaccine is false. Read more…
20 May 2022,Smallpox not the only infectious disease eradicated by humans,"While reporting on the rise of monkeypox, the Times said that smallpox is the only disease ever eradicated by humans. But there has been another—the cattle disease, rinderpest. Read more…"
20 May 2022,Most Britons are not projected to be obese by 2040,"While a Daily Express headline suggests otherwise, the proportion of Britons forecast to be obese or severely obese by 2040 is actually 36%. Read more…"
17 May 2022,Post claiming the Pfizer vaccine has only a 12% efficacy rate is inaccurate,False claims circulating on social media about the Pfizer Covid-19 vaccine are not based on newly published documents. Read more…
16 May 2022,"£37 billion was the two-year budget for NHS Test and Trace, not how much was spent",Posts questioning where the £37 billion allocated to Test and Trace was spent have been shared hundreds of times on social media. Read more…
13 May 2022,Facebook image promoting vaccine damage payments scheme is not an official government poster,"The poster includes a link to a genuine scheme, which has existed since before the pandemic, under which people severely disabled by vaccines can apply for £120,000. Read more…"
13 May 2022,Covid vaccines haven’t been mandated in the EU ‘under the radar’ under ‘Resolution 2361’,A post on Facebook claims that the European Council has removed its objection to mandatory Covid-19 vaccines. Read more…
12 May 2022,Reports that ‘most teachers’ are suffering from depression are based on a self-selecting survey,"The data comes from members of the NASUWT teaching union who chose to complete its survey, so it can’t reliably tell us about the wellbeing of teachers as a whole. Read more…"
11 May 2022,No evidence hepatitis in children is caused by vaccinated breastfeeding mothers,An article shared on Facebook claims that most children with hepatitis were breastfed by fully vaccinated mothers. Read more…
10 May 2022,The Lancet didn’t say Covid-19 vaccines are only 1% effective,This claim appears to be based on a misunderstanding of a 2021 article that suggested a different measure of effectiveness be published alongside the usual measure. Read more…
9 May 2022,NHS dentists are still operating in Somerset,"A headline suggesting otherwise is not accurate. There is a reported shortage of appointments for new NHS patients, however. Read more…"
9 May 2022,‘Pfizer document’ doesn’t show company admitting vaccines unsafe in pregnancy,A screenshot of a supposed new document from Pfizer has been shared thousands of times but is out of date. Read more…
6 May 2022,"There were not 65,000 flu deaths in the winter of 2017/18","We’re not sure where this number comes from, but official estimates suggest it’s more than double the true figure. Read more…"
4 May 2022,1939 Cancer Act doesn’t criminalise discussion of cancer ‘cures’,"The legislation prohibits advertising ‘cures’ to the general public, including orthodox treatments. Read more…"
29 April 2022,GB News presenter wrong about booster vaccine deaths,Mark Steyn claimed during his programme that booster vaccines were ineffective and wrongly suggested they increased the chance of hospitalisation and death. Read more…
20 April 2022,Number of death certificates with only Covid-19 is a bad estimate of the death toll,"To the end of 2021, over 150,000 deaths in the UK had been registered with Covid-19 as the underlying cause. Read more…"
14 April 2022,Article claiming link between referee whistles and heart problems in athletes is fake,There is no credible evidence of an expert describing a link between referee whistles and heart problems in athletes. Read more…
14 April 2022,GB News interview features misleading claims about Covid-19 and vaccines,"Mark Steyn and Dr Guy Hatchard made a number of misleading claims about unreviewed studies, excess deaths and underlying risk factors. Read more…"
14 April 2022,Dr Anthony Fauci has not been arrested by Special Forces,This is a complete fabrication. Dr Fauci has appeared in public since the claim was made. Read more…
11 April 2022,Boots isn’t selling lateral flow tests ‘the taxpayer has already paid for’,It’s been falsely claimed on social media that the retailer has been ‘given’ taxpayer funded Covid-19 tests to sell back to the public. Read more…
8 April 2022,The UK’s Covid ‘survival rate’ is lower than 99.972%,"Roughly 99.76% of the population of the UK have not died with Covid as the underlying cause, which is another way of saying that about 0.24% have. Read more…"
6 April 2022,Mirror wrong to say catching Covid in warm weather cuts risk of long Covid,"Surveys on the prevalence of long Covid did not measure the difference between groups of people based on when they caught Covid in the first place, nor necessarily based on when they experienced long Read more…"
31 March 2022,No evidence for MP’s claims ‘tens of thousands of people’ have ‘suffered severe damage’ from vaccines,Conservative MP Sir Christopher Chope made the claim about Covid-19 vaccines during an interview with GB News. Read more…
25 March 2022,"US military deaths didn’t increase by 1,100% last year",Claims of a huge spike in deaths are based on faulty data. Read more…
24 March 2022,Labour overstates amount spent on ‘dodgy PPE’ which will be burnt,The Government did write off £8.7 billion spent on PPE—but not all of that relates to equipment which will be burnt. Read more…
23 March 2022,A newly released document does not reveal ‘side effects’ of the Pfizer vaccine,"It lists reported adverse events, which may not have been caused by the vaccine. It also concludes that its data raises no safety concerns. Read more…"
22 March 2022,Express publishes misleading article about safety of the Pfizer Covid-19 vaccine,A recently published US document listing adverse events does not show “side effects” of the vaccine. Nor is it the first time the public have been able to see data from its clinical trials. Read more…
25 February 2022,Maajid Nawaz got Covid-19 facts wrong on the Joe Rogan podcast,"The former LBC broadcaster made misleading claims about vaccines, infection rates and death tolls. Read more…"
23 February 2022,Estimating vaccine effectiveness by comparing case rates is seriously flawed,"A common form of misinformation in recent months, comparing case rates does not give a reliable estimate of vaccine effectiveness. Read more…"
22 February 2022,News clip doesn’t prove Queen is being treated with ivermectin,Screenshots and clips of an Australian news segment about Queen Elizabeth II have been shared widely online. Read more…
21 February 2022,Test and Trace money wasn’t just spent on an app,"A video on Facebook makes claims about government overspending on Test and Trace, PPE and the value of fraudulent loans. Read more…"
