authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d1c7ee5adc16b17ef5439295044f48e9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ebc85b29&x-expires=1766991600&x-signature=aFBL9Y7j4%2FedJKCLjM8CGZbIDx0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,trangdau97,Em cô gái 27t mắc căn bệnh ut Máu khi 26t. Em cứ nghĩ cuộc đời em đã kết thúc. Và phép màu đã đến với em. Em lại được duy trì sống lại lần nữa. Bao lâu cũng được nhưng may mắn là em được sống lại làm những điều mình thích 🥰🪷☘️ #ungthumau #ungthu #phatphapnhiemmau #xuhuong #viral #fyp ,53600,390,1200000,1175,49,TỰ SỰ.ĐT REMIX,Đức Tư,True,2024-06-23T06:49:27.000Z,https://www.tiktok.com/@trangdau97/video/7383587206901894407
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/89732a954f62be4a33011fc26852acf8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=8f9fa771&x-expires=1766991600&x-signature=1N1Ifycoi6xkYGAW%2FQKZ3K0KTwU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,suchoang08,#suckhoequyhonvang #suckhoenoisinh #hoangsuc #PROTANDIM #nrf2skv ,216,16,43600,6,125,nhạc nền - Vivita - Dược Phẩm Gia Đình,Vivita - Dược Phẩm Gia Đình,True,2025-12-25T23:26:54.000Z,https://www.tiktok.com/@suchoang08/video/7587941052221377799
https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/845f203f31d990b85041a616147b07f9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a4663c35&x-expires=1766991600&x-signature=%2B071O2badsXwDZ0Oi4%2F7EuDMvuQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,nura.vn,Ai bị rồi giơ tay bác sĩ xem #kphoi #ungthu #ungthuphoi #viemphoi #dieutriungthu ,71,2,9831,1,45,Recollection (full orchestra)(1347843),朝木春美千,False,2025-12-19T03:49:43.000Z,https://www.tiktok.com/@nura.vn/video/7585411219067079957
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cc4d8d604d6534095edc573c4e21b49d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c0170270&x-expires=1766991600&x-signature=ARr3cNIAyZeH4ID0Xbad9kDtM8I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,dhanordicvn,Ung thư máu nguyên nhân do đâu#xuhuong #suckhoechomoinguoi #monanbaithuoc #suckhoe #caythuocvuonnha #dongy #thuocnamsuckhoe #suckhoesắcđẹp #meohaysuckhoe ,4605,255,271800,202,358,nhạc nền - Dr. Wynn Tran,Kiến Thức Y Khoa,True,2024-04-11T05:05:03.000Z,https://www.tiktok.com/@dhanordicvn/video/7356471084268440840
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3a8b808c0aa86c9bb21d74946b043c7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=51aa5471&x-expires=1766991600&x-signature=8u61H5tRQ1OBNVY%2B1S5d3%2F3u9cM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,bacsiluonghuyenn,Dấu hiệu cảnh báo ung thư da bạn cần biết ngay #LearnOnTikTok #bacsiluonghuyenn #goclamdep #làmđẹp #routineskincare #chamsocda #ungthuda #ungthu ,1319,216,180300,47,44,Epic Music(863502),Draganov89,False,2023-09-25T14:11:55.000Z,https://www.tiktok.com/@bacsiluonghuyenn/video/7282766066844028161
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3ed580e96cf384dadb30674efd99578d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8336e566&x-expires=1766991600&x-signature=GOBAPE8jAcRHeaGYzNRn0vB%2B4SE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,bacsyhoa,6 dấu hiệu cảnh báo bạn mắc ung thư vú#bacsihoa#learnontiktok #suckhoe#meohay#2023,74800,2122,1600000,1274,139,nhạc nền - Bác sĩ Hoa,Bác sĩ Hoa,True,2023-01-29T16:42:12.000Z,https://www.tiktok.com/@bacsyhoa/video/7194113982406429954
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8a5f789855504a4634f976bee8f7de83~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ce8c46fb&x-expires=1766991600&x-signature=MB%2FVoodCB0SUH6NaILu7hplIF1o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,pgsnguyenanhtuan.bv108,"Biểu hiện sớm nhất của ung thư mà chúng ta không hay để ý tới
#ungthu #doisong #suckhoe #suckhoechomoinguoi ",1198,63,124700,26,38,Windy Hill,羽肿,False,2023-08-03T12:29:09.000Z,https://www.tiktok.com/@pgsnguyenanhtuan.bv108/video/7263072066826472705
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6c799b5609241f87dcc583f8f2dfa04~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b30bd66f&x-expires=1766991600&x-signature=motiarccFUiIGJav0DSrg6lcR1w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,leconghiep92,#ungthu #tuchualanh #healthy #healthyliving #healthyfood ,3507,224,116600,177,102,nhạc nền - Gia Đình Healthy - Hiệp Lê,Lê Công Hiệp,True,2022-12-24T12:52:37.000Z,https://www.tiktok.com/@leconghiep92/video/7180697202933648667
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b23d6c6e22a8ba031586518750027841~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=db2312e8&x-expires=1766991600&x-signature=jYvDWAEniJJo48tz3a9y3e4MMnM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,linhkute.181090,Hối hận trong e 🥹🥹🥹#ungthu #chiếnbinhK #colennhecogai💪💪💪 ,7161,1267,316500,803,276,nhạc nền - Linh kute 90,Linh kute 90,True,2025-12-23T09:23:36.000Z,https://www.tiktok.com/@linhkute.181090/video/7586981593336515861
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b45542e5d19dd28e1eb87bad7beb632d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=430845b8&x-expires=1766991600&x-signature=YxWk%2FzchfS0WBPuUrMzVBZDOFt0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,hong.thu.linh10,Cảm giác như muốn nổ tung ra vậy đau quá #ungthu ,54000,1632,3400000,4931,15,Natural Kindness,Relaxing Green Piano,False,2024-08-03T14:45:57.000Z,https://www.tiktok.com/@hong.thu.linh10/video/7398924500663864594
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/01b7481ade5f76f373814f44719fdc75~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=1bc93301&x-expires=1766991600&x-signature=DYATHMojeNn6w%2BgWASsMRdQtvsU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,thegioitaonau,Ung thư gan sống được bao lâu? #learnontiktok #xuhuong #ungthugan #ungthu #suckhoe ,70,2,27900,1,11,Summer Express,Japandee & Thereon,False,2024-12-02T08:55:26.000Z,https://www.tiktok.com/@thegioitaonau/video/7443735360955338000
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ebafeac0c016d469f1d12daf194ce353~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d2b25698&x-expires=1766991600&x-signature=kzGJbDVbfbeVdW%2FB4ugq6uUQVaY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,buu.c.nguyen,"Giây phút cuối của người mẹ ung thư và ba đứa con thơ 
#thuongtam #ungthungưc #mevacon #giayphutcuoi #xotxa        ",491,76,12000,123,117,original sound,Buu C Nguyen,True,2025-12-12T05:02:03.000Z,https://www.tiktok.com/@buu.c.nguyen/video/7582832185787305230
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/8362aa2e6c08ddcf3ba6fa7669eaeb36~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b60d4ed6&x-expires=1766991600&x-signature=KzoTsIySjtHb%2FbkzSO672LhBiO4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bsthongbvk,"Cơ thể người là cỗ máy hoàn hảo, sức chịu đựng của con người cũng rất tuyệt với. Cũng chính vì vậy mà khi bệnh không chịu nổi mới đi khám và phát hiện bệnh đã ở giai đoạn muộn 😓😓😓 #uruotnon #ungthu #ungthuruotnon #bsthongbvk #xuhuong  ",4671,116,236200,542,199,"Sad, sad, beautiful piano solo(949897)",ayumu tanahasi,False,2023-04-09T16:05:41.000Z,https://www.tiktok.com/@bsthongbvk/video/7220081943365389595
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/81866ed78b70f519bdbd1fbce45b92a7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e8f4298c&x-expires=1766991600&x-signature=MdPC30ju%2BKkceGDaxn4bCYs5dYc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,songkhoemoingay,DẤU HIỆU CẢNH BÁO UNG THƯ #theanh28 #songkhoemoingay #tiktoknews #fpy ,554900,60900,13800000,12300,108,Take Your Ease Under The Stars,NS Records,False,2024-04-14T23:06:25.000Z,https://www.tiktok.com/@songkhoemoingay/video/7357862927732362497
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1ba08ecca837ff8f397f202a5f64f11d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=94b4e20e&x-expires=1766991600&x-signature=NMzLYgQxrjiId1eVGyTNySMaYSg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kienthucsuckhoe.99,Triệu chứng về sức khoẻ để biết được biểu hiện của ung thư . Cùng xem nhé#sưckhoe #learnontiktok #tiktok,4454,226,388800,336,73,羽肿 - Windy Hill,羽肿,False,2022-09-03T06:11:11.000Z,https://www.tiktok.com/@kienthucsuckhoe.99/video/7139032225017793819
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1df60c4846f9f453347ab8ec65695a3a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c11f75cd&x-expires=1766991600&x-signature=M4OVIectHRFgx4w2zeI6YenBP2Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,chinhhenry00,Đau lòng 😔 #xuhuongtiktok #ungthumau #tamtrang #cuocsong #chinhhenry00 ,1300000,20600,15200000,10200,26,悬溺0.9x,杨文博,False,2024-11-15T13:27:05.000Z,https://www.tiktok.com/@chinhhenry00/video/7437497037324553480
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f1e5259fef38ec22fe63b81c5dc1341f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=30f850b0&x-expires=1766991600&x-signature=OaMX%2BEIEcWqXevCXnsYivbvZIW0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,hungkan8668,Giúp cho những ai hiểu rõ về Ung Thư! Hãy tự cứu lấy chính mình bằng cách lập lại chế độ sinh hoạt…#xuhuong #xuhuongtiktok #ungthu ,35,0,807,1,127,nhạc nền - Hùng Kận601,***H*K***,True,2023-06-08T07:10:16.000Z,https://www.tiktok.com/@hungkan8668/video/7242209119921376513
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/953da38365fae0d79479345f2fcdf21d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=586aa471&x-expires=1766991600&x-signature=7%2FIUjY888qcSSpxENgiBqmz861o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,dr.danhquynh,Ung thư amidan hầu hết là tổn thương 1 bên. Nên khi thăm khám luôn cần so sánh đối chiếu. Người bệnh cũng có thể tự nhìn thấy được phần lớn giải phẫu bề mặt của amidan qua soi gương. #ungthu #amidan #ungthuamidan #dauhieuungthu #cancer #headandneckcancer ,132,6,34400,18,9,nhạc nền - Bác sĩ Quỳnh,Bác sĩ Quỳnh,True,2025-02-06T04:45:43.000Z,https://www.tiktok.com/@dr.danhquynh/video/7468162731233922322
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/57c3937b0d75d69b3a1a6e1befd32bdf~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=db76455c&x-expires=1766991600&x-signature=WS8FWEY5UWUeuEmeM6yhpVNjpRg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,th_77_85,"Thu chỉ mong những phương pháp tưởng như rất bình thường, nhưng đã cứu được thu và cả rất nhiều người đã khỏe mạnh nhu thu.#thuchienthangungthu #chia #kinhngiem #vuotqua #ungthu ",246,9,9275,76,21,nhạc nền - THU @ CHIẾN THẮNG K,THU @ CHIẾN THẮNG K,True,2025-10-28T03:09:14.000Z,https://www.tiktok.com/@th_77_85/video/7566104365535087879
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/49796f016a6d50aafb2515d939f989b1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=53c9f833&x-expires=1766991600&x-signature=wNpI5m94gs86b7EWsLOWbGF4%2Bbk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,tu_bi_hy_xa_1988,chú bị ung thu cầu xin ít tiền mua thuốc uống.Stk.060186642115.sacombank.huynh vu thai,148,4,787,13,21,nhạc nền - Võ Dương Thành Hiệp,Bank Lông Bông,True,2025-12-26T14:21:30.000Z,https://www.tiktok.com/@tu_bi_hy_xa_1988/video/7588171459369962783
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/15d75ce70cb60be7e893f75a798ab79f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f2d9ec05&x-expires=1766991600&x-signature=e0%2FJNunEbm5VdB2hnElHp6E3iiU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,duocsihien22,Các biểu hiện của UT gan#xuhuongtiktok #thaoduocbinhan #ungthugan #phongchongungthu #ungthu ,4829,119,212800,29,72,nhạc nền - DS_Hiến Thảo Dược Bình An,Dược sĩ hiến 22,True,2025-09-24T02:17:55.000Z,https://www.tiktok.com/@duocsihien22/video/7553474247146933512
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ea3719095511dbfd7c58dcfecda69711~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=09d35258&x-expires=1766991600&x-signature=KvbV%2FD7K06SYxhkJE6M6hsXJex4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,sinhnam1984,#ungthu,1709,39,171400,348,36,nhạc nền - Ngọn đèn tri thức,Ngọn đèn tri thức,True,2025-08-19T01:09:10.000Z,https://www.tiktok.com/@sinhnam1984/video/7540097162646949137
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1b891a1dfc96dcb996d5f59387cd18d5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1cb375f0&x-expires=1766991600&x-signature=VvKWxoVpV90toOsx%2Brq8K3XnbGg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,hnharchiv.mov,cancer chosed the wrong mf 😈 #ungthu #cancertok #hairloss #sigma ,82600,4333,1300000,908,12,original sound,_amerah.e,True,2024-07-29T20:20:47.000Z,https://www.tiktok.com/@hnharchiv.mov/video/7397155352938073352
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ae21156465934b63a88b422999c7f554~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c62735bf&x-expires=1766991600&x-signature=CzZfERQXr7XfcvrtDSLMxD59aSA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,vietnambrandinsider,"TÔI MẮC UNG THƯ VÒM HỌNG, CHUẨN BỊ ẢNH THỜ Ở TUỔI 25 
#vietnambrandinsider #kienthuckinhte",38,0,786,0,40,nhạc nền - Vietnam Brand Insider,Vietnam Brand Insider,True,2025-12-26T07:38:11.000Z,https://www.tiktok.com/@vietnambrandinsider/video/7588067680599411989
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7325029027213737991~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=76abb9f5&x-expires=1766991600&x-signature=eVh%2B%2F9HMVE3HmOa5G%2BpOb%2Fy%2BYZ8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bshuutien,Ung thư vòm sống được bao lâu? #ungthuvom #bshuutien #taimuihong #pkgoldmed #goldmedclinic #learnontiktok #phongkhamtenlua #suckhoe247 #AntiFakenews #noisoitaimuihong ,4227,387,386900,493,75,Piano melody for loved ones(1258931),naopapa,False,2023-12-27T11:15:21.000Z,https://www.tiktok.com/@bshuutien/video/7317231471691828488
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7db2b25a92c87978846249533b932b33~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1e60d430&x-expires=1766991600&x-signature=V115XNos3QV%2FC%2BMykc%2BGkMNIrIQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bsvinh_ungbuou,Thuốc điều trị ung thư của Nga #ungthu #thuocungthucuanga #thuocmiendich #miendich ,3168,410,147400,268,58,nhạc nền - Bác sĩ Vĩnh Ung Bướu,Bác sĩ Vĩnh Ung Bướu,True,2025-11-12T03:59:12.000Z,https://www.tiktok.com/@bsvinh_ungbuou/video/7571683521593429266
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/84af9c8f6899bc81fd2ec18ba95f389a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ce19b8b1&x-expires=1766991600&x-signature=lytTV46BCSakT9rrMJy1E%2FR5Gvc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kemoi.2410,Checkin BV Ung Bướu mấy đêm 🌃 #ungthu #ungthuvu #benhnhanungthu #xuhuong #viral ,508,4,26300,96,14,nhạc nền - Minh Anh - Mẹ Kem,Minh Anh - Mẹ Kem,True,2025-10-22T13:05:10.000Z,https://www.tiktok.com/@kemoi.2410/video/7564031427700985108
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d3d9ac58ca326826507df21522e7974a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a8b74c0f&x-expires=1766991600&x-signature=TRhPN9KdzQ5KHF3tuCvRPnh6vIQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kin.n07,#ungthutinhhoan ,214,170,11500,30,9,Gov't Ganja (blues),Gov't Ganja,False,2025-09-24T11:30:51.000Z,https://www.tiktok.com/@kin.n07/video/7553616744951057671
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a1998d5179d7c0acb6304df5868ff33~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b5f94f1b&x-expires=1766991600&x-signature=XmORLdIGbnGWRpJSvCBdfilnKgA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bacsidai98,Những hướng điều trị nào cho bệnh nhân ung thư gan #dangquangdai #bacsinoitru #ungthu ,810,13,18600,16,60,nhạc nền - BSNT. Đặng Quang Đại,BSNT. Đặng Quang Đại,True,2025-12-23T12:14:23.000Z,https://www.tiktok.com/@bacsidai98/video/7587025617770597640
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/2db8645ff0e36e46eb6507dc945e4b52~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c459e719&x-expires=1766991600&x-signature=Rr91x5oS%2BW5PDMnIbLCTRepJl5Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,bsthuongyeu.tyv,Thủ phạm gây ung thư ở trẻ em #bsthuongyeu #ungthu #kienthuc #leanontiktok #giadinh ,5385,1692,297500,207,441,nhạc nền - Bs Thương Yêu - Đông Tây Y,Bác sĩ Thương Yêu - Đông Tây Y,True,2025-11-21T04:53:59.000Z,https://www.tiktok.com/@bsthuongyeu.tyv/video/7575037407142169864
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/cf9e61209f7c0960eaa30aa90ac15688~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a5c51a41&x-expires=1766991600&x-signature=caXh0MrzsTK93ZnIal0usSySzT4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,tamsechia1,5 dấu hiệu cảnh báo ung thư máu #tamsechia #suckhoe #songkhoe247 #phunu #fyp #sứckhoẻ #xh #ungthu #ungthumau #ungthumau😞 #ungthư,165,18,39900,15,15,nhạc nền - Tâm Sẻ Chia,Tâm Sẻ Chia,True,2024-12-02T13:30:00.000Z,https://www.tiktok.com/@tamsechia1/video/7442624572425358610
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/bf22e5f22f17da942aae178d537b52fc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=7a4a1666&x-expires=1766991600&x-signature=gGpxrwCybU4zDi57COq%2BHwWI22Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,chandoanhinhanhtamanh,"Trả lời @Trúc Uyên 🍡🍉 Khoảng 1 trong 6 người bệnh mắc ung thư vú không có khối u khi được chẩn đoán. Tuy nhiên, có thể xuất hiện triệu chứng như: đau vú, thay đổi da hoặc vết thương không lành #benhvientamanh #ytecongnghecao #TiktokForHealth #ProudVietnam #ungthuvu ",67,5,7913,8,35,nhạc nền - Bác sĩ Chẩn đoán Hình ảnh,Bác sĩ Chẩn đoán Hình ảnh,True,2025-12-23T01:36:34.000Z,https://www.tiktok.com/@chandoanhinhanhtamanh/video/7586861240354409746
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/fc427da249018086736537573c4e83a4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f68bea0a&x-expires=1766991600&x-signature=2KWSN6CqLEywDsNeIr5%2BV%2B6MCQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,lachankhoedt,"Mắt cũng có thể ung thư: 5 dấu hiệu chỉ ra võng mạc đang ""giấu"" khối u #lachankhoe #SongKhoe247 #LearnOnTikTok #xuhuong",8933,4687,181900,594,54,"Bữa Tối, Bánh Ngọt Và Anh (Instrumental)",Mon Hoàng Anh P336 & P336 Band & MCV Music & Cadencia,False,2025-08-06T08:23:55.000Z,https://www.tiktok.com/@lachankhoedt/video/7535385300642647314
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/98775c68b2fb476945457d561fd47963~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=1ac54292&x-expires=1766991600&x-signature=yNquMiNFOER5T%2Bqo9h25eyiceDs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,zoi_review,"5 dấu hiệu cảnh báo un.g th.ư cổ t.ử cun.g con gái nên biết sớm
#zoireview #xuhuong #goclamdep #beautytips #ungthucotucung ",741,269,170400,77,11,price tag,<3,True,2025-04-22T00:20:39.000Z,https://www.tiktok.com/@zoi_review/video/7495925810918870290
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/2db8645ff0e36e46eb6507dc945e4b52~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c459e719&x-expires=1766991600&x-signature=Rr91x5oS%2BW5PDMnIbLCTRepJl5Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,bsthuongyeu.tyv,BỆNH NHÂN UNG THƯ NÊN ĂN 5 LOẠI TRÁI CÂY NÀY! #bacsithuongyeu #ungthu #benhK #Nhanhoaydao #thuongyvien,491,169,24900,20,273,nhạc nền - Bác sĩ Thương Yêu - Đông Tây Y,Bác sĩ Thương Yêu - Đông Tây Y,True,2025-12-24T08:40:00.000Z,https://www.tiktok.com/@bsthuongyeu.tyv/video/7586523180915821831
https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9ca515f5a2538e39e737bb1a63654be3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=ac846c8e&x-expires=1766991600&x-signature=9PoVHN9UL9Tu9D1bM1zn%2FSRhKP8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,trinhwin196,"TẠI SAO UNG THƯ MÁ U KHÔNG ĐƯỢC ĂN TRÁI CÂY?
LÚC NÀO ĂN ĐƯỢC, NÊN ĂN LOẠI NÀO? #ungthu #ungthumau #bachcaucap #ungthusinhconduockhong #ungthumau😞 ",17,1,2832,2,215,nhạc nền - trinhwin196,trinhwin196,True,2025-12-27T03:46:42.000Z,https://www.tiktok.com/@trinhwin196/video/7588379103024270613
https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/5072d9a1b9fab2f931900ef75467bee8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f22ad66d&x-expires=1766991600&x-signature=MWW032OG3re%2F0ev3PVp%2FwpCuu1Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,gc.nhn.fucoidan,"Bệnh K là bệnh gì? Vì sao nhiều người lại gọi là bệnh K?
#xuhuong#ungthu#benhk#dieutriungthu",18,1,2730,1,47,original sound - Góc nhìn Fucoidan,Góc nhìn Fucoidan,True,2025-12-02T04:30:00.000Z,https://www.tiktok.com/@gc.nhn.fucoidan/video/7579078865407069456
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8a5f789855504a4634f976bee8f7de83~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ce8c46fb&x-expires=1766991600&x-signature=MB%2FVoodCB0SUH6NaILu7hplIF1o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,pgsnguyenanhtuan.bv108,"Bệnh nhân ung thư dạ dày có thể sống được bao lâu?
#songkhoe247 #ungthu #loikhuyen #bacsi ",11200,1002,943700,668,84,Ghibli-like piano solo ballad(957146),tomori,False,2024-02-19T12:39:22.000Z,https://www.tiktok.com/@pgsnguyenanhtuan.bv108/video/7337291731236310280
